X1	DC1MINUS	DC2MINUES	DC2PLUS	DC4MINUS	DC4PLUS	MischiefMinus	MischiefPlus	X2654MINUS	X2654PLUS
LOC109499113	0	0	0	0	0	26	40	1	0
LOC109499114	0	0	0	0	0	10	25	0	0
LOC109492637	0	0	0	0	0	0	5	0	0
EFNB2	988	1992	1718	2126	2825	110	97	554	683
LOC109499129	6	12	2	9	8	34	31	2	2
ARGLU1	1265	1258	1007	1430	1705	862	480	731	982
LOC111557028	0	0	0	0	0	2	1	0	0
LOC109492638	0	0	0	0	0	9	5	0	0
FAM155A	2	1	0	1	1	56	94	0	2
LOC109492640	0	0	0	0	0	16	7	0	0
LIG4	586	725	573	767	939	110	120	398	452
ABHD13	610	663	545	651	963	144	127	406	489
TNFSF13B	1	0	0	1	3	28	51	0	1
MYO16	18	5	4	30	40	248	264	0	3
LOC109499157	0	0	0	1	0	42	63	0	0
LOC109492647	0	0	0	0	0	30	20	0	0
LOC109499163	0	0	0	0	0	33	30	0	0
LOC109499166	0	0	0	0	0	28	25	0	0
LOC109499170	0	0	0	0	0	27	27	0	0
IRS2	532	1524	1295	974	1115	75	71	328	545
LOC109499171	0	0	3	4	2	27	44	1	5
LOC109492654	1	2	0	0	1	22	29	1	0
COL4A1	47734	39913	35075	72166	81261	286	332	12865	15739
COL4A2	27798	23783	20984	40488	45030	331	387	9888	11406
LOC102899513	1	2	0	5	5	29	35	1	3
RAB20	7	4	7	10	13	30	34	5	4
LOC109499192	0	0	0	1	0	9	7	0	0
NAXD	368	501	407	429	462	49	63	330	338
CARS2	320	422	336	414	507	135	114	294	338
ING1	655	1334	1110	845	1066	146	111	457	562
ANKRD10	466	620	497	623	802	96	95	346	378
LOC109499207	4	8	9	5	15	43	46	11	11
LOC109499197	0	0	0	0	0	67	58	0	0
ARHGEF7	1829	1780	1501	2346	2983	560	420	1274	1398
LOC102899894	4	0	3	3	5	23	33	0	2
TEX29	2	0	0	2	2	26	27	1	0
LOC111560204	0	0	1	0	0	10	20	0	0
LOC109499233	0	0	0	1	0	35	28	0	0
LOC109499227	0	0	2	0	0	50	66	1	0
SOX1	0	0	0	1	0	39	28	0	0
LOC109492657	0	0	0	0	0	61	42	0	0
SPACA7	0	0	0	0	0	28	23	0	0
TUBGCP3	1373	1629	1397	1842	2139	448	354	783	903
LOC109492658	0	1	0	1	0	44	43	1	0
LOC109499271	0	0	0	0	0	22	39	0	0
LOC109499252	0	0	0	0	0	14	4	0	0
LOC102900112	17	132	87	6	9	100	159	48	44
ATP11A	414	477	395	548	606	316	308	284	302
LOC111560214	1	0	0	0	0	7	5	0	0
MCF2L	0	1	2	0	2	233	264	3	0
LOC109499308	0	0	0	0	0	10	19	0	0
F7	0	0	2	1	0	47	50	0	0
F10	2	0	0	0	2	44	47	0	0
PCID2	665	742	684	792	1031	123	136	500	593
CUL4A	2075	2154	1842	2367	3312	320	288	1400	1537
LOC111560228	161	108	82	128	165	102	134	53	102
LAMP1	9989	13723	11680	10033	12281	207	157	8449	10177
GRTP1	22	26	21	27	22	41	27	35	45
LOC111560226	0	0	0	0	0	16	21	0	0
LOC105260444	12	22	20	31	32	51	66	28	35
ADPRHL1	102	175	165	331	403	101	81	267	337
DCUN1D2	231	188	181	232	295	63	97	84	125
TMCO3	1670	2364	1958	2202	2570	149	145	1310	1461
LOC102900920	1	1	1	0	1	21	18	2	0
TFDP1	1466	1728	1363	1803	2257	310	215	1165	1318
ATP4B	5	0	0	2	1	53	46	2	0
GRK1	1	0	0	1	0	62	99	0	0
TMEM255B	0	3	0	3	0	69	80	0	2
GAS6	6432	15614	14788	14211	15337	74	71	7445	8607
CA1H13orf46	1	0	1	0	1	77	72	1	1
RASA3	4764	8049	6816	6671	7819	182	211	2594	3288
LOC109492661	0	0	0	0	0	15	24	0	0
LOC109499896	0	0	0	0	0	24	35	0	0
LOC111560168	0	0	0	0	0	14	17	0	0
CDC16	712	854	584	824	1186	84	51	506	622
LOC111560393	2	8	3	6	10	38	31	3	10
UPF3A	223	191	150	232	358	232	180	176	229
CHAMP1	68	67	53	66	115	210	205	60	62
LOC109499405	1	0	0	0	1	30	10	1	0
LOC101099772	0	0	0	0	0	3	9	0	0
LOC101094075	0	0	0	0	0	70	70	0	0
LOC101100025	0	0	0	0	0	54	77	0	0
LOC101100275	0	0	0	0	0	42	42	0	0
LOC101094566	0	0	0	0	0	42	50	0	0
LOC101100535	0	0	0	1	0	12	15	0	0
LOC101094818	0	0	0	0	0	31	32	0	0
LOC101100780	0	0	0	0	0	59	73	0	0
LOC101101026	0	0	0	0	0	29	32	0	0
LOC101101283	0	0	0	0	0	14	21	0	0
LOC101095073	0	0	0	0	0	21	36	0	0
LOC101080353	0	0	0	0	0	8	18	0	0
LOC101095308	0	0	0	0	0	17	29	0	0
LOC101081111	0	0	0	0	1	31	47	0	0
LOC101084082	0	0	0	0	0	54	58	0	0
LOC102899961	0	0	0	0	0	23	26	0	0
LYPD8	1	0	0	0	1	42	61	0	0
SH3BP5L	392	504	460	594	678	151	126	299	331
ZNF672	76	58	60	66	69	102	102	15	24
ZNF692	98	104	98	137	144	106	133	63	83
LOC111560286	0	0	0	0	0	9	8	0	0
TRNAL-CAA	7	3	14	11	5	17	19	0	1
TRNAE-CUC	0	0	0	0	0	0	1	0	0
PGBD2	262	378	319	418	446	79	78	185	214
LOC111556715	2	1	2	0	2	5	9	1	0
LOC101085852	0	0	0	0	0	22	23	0	0
LOC101086111	0	0	0	0	0	11	30	0	0
LOC101086367	0	0	0	0	0	27	46	0	0
LOC101086869	0	0	0	0	0	45	45	0	0
LOC101087125	0	2	0	0	0	54	94	0	0
LOC101087376	0	0	0	0	0	64	97	0	0
LOC101087635	0	0	0	0	0	35	49	0	0
LOC101087896	0	0	0	0	0	6	12	0	0
LOC111556948	0	0	0	0	0	28	27	0	0
LOC111556985	0	0	0	0	0	23	37	0	0
LOC102900767	0	0	0	0	0	36	29	0	0
LOC101088904	0	0	0	0	0	12	13	0	0
TRIM58	0	0	0	0	0	29	54	0	0
LOC101082541	0	0	0	0	0	40	59	0	0
LOC101089671	0	0	0	0	0	35	42	0	0
LOC109492694	0	0	0	0	0	13	20	0	0
LOC109499504	0	0	0	0	0	6	6	0	0
LOC101089917	0	0	0	0	0	39	42	0	0
LOC101082797	0	0	0	0	0	11	24	0	0
LOC101090164	0	0	0	0	0	36	41	0	0
LOC101083056	0	0	0	0	0	22	38	0	0
LOC109500764	0	0	0	0	1	76	91	0	0
LOC105260451	0	0	0	0	0	27	51	0	0
LOC109500775	0	0	0	0	0	22	19	0	0
LOC101080302	0	0	0	0	0	28	32	0	0
LOC101101231	0	0	0	0	0	26	44	0	0
LOC101100977	0	0	1	0	0	28	50	0	1
LOC101099980	0	0	0	0	0	4	8	0	0
LOC101098527	0	0	0	0	0	9	17	0	0
LOC101093328	1	2	0	0	0	3	5	0	0
LOC101093577	0	0	0	0	0	12	18	0	0
LOC101093829	0	0	0	0	0	8	8	0	0
LOC101091078	0	0	0	0	0	31	38	0	0
LOC101094321	0	0	0	0	0	0	9	0	0
LOC101091338	0	0	0	0	0	48	50	0	0
LOC101091589	1	0	0	0	0	16	25	0	0
LOC101091839	0	0	0	0	0	10	18	0	0
LOC101094567	0	0	0	0	0	25	13	0	0
LOC101094819	0	0	0	0	0	36	36	0	0
GCSAML	0	0	0	0	0	9	27	0	0
LOC101095546	0	0	0	0	0	41	50	0	0
LOC101095792	0	0	0	0	0	19	32	0	0
LOC101096031	0	0	0	0	0	7	7	0	0
LOC101096283	0	0	0	0	0	9	13	0	0
LOC109492731	7	13	4	5	6	14	10	3	0
LOC101096535	0	0	3	0	0	18	32	0	0
LOC101096784	0	0	0	0	0	26	28	0	0
LOC101097040	0	0	0	0	0	41	54	0	0
NLRP3	0	0	0	0	1	116	134	0	0
ZNF496	1149	1636	1359	1714	2041	97	121	838	924
LOC101097294	0	0	0	0	0	5	13	0	0
BTNL10	2	0	0	0	0	9	10	0	0
LOC101097782	0	0	0	0	0	59	116	0	0
LOC102901766	24	43	33	33	62	37	21	13	26
RNF187	542	552	572	711	802	112	68	394	524
LOC101098354	57	45	36	86	87	38	36	29	34
LOC101098601	150	126	88	178	215	89	85	55	87
LOC101101285	0	0	0	0	0	74	72	0	0
TRIM17	1	0	1	1	2	49	61	2	0
LOC102899256	1	1	2	1	6	3	4	1	1
TRIM11	316	305	309	399	440	85	50	215	236
OBSCN	200	200	167	221	257	834	948	105	113
IBA57	30	72	79	29	46	36	29	57	73
GJC2	3	3	0	1	3	22	29	2	1
GUK1	835	1065	979	1111	1247	131	80	1309	1439
MRPL55	315	338	287	418	479	54	38	247	258
CA1H1orf35	414	406	437	493	631	399	215	339	411
ARF1	5928	6823	6066	7338	8759	546	283	4823	5609
WNT3A	0	0	0	0	0	56	59	0	0
WNT9A	31	43	24	37	50	138	124	27	24
PRSS38	0	0	0	0	0	47	58	0	0
SNAP47	74	102	102	83	114	79	72	101	77
JMJD4	501	509	442	404	531	165	237	299	440
LOC109492746	0	0	0	0	0	83	65	0	0
LOC109497082	0	0	0	0	1	49	76	1	0
LOC109497081	1	0	0	0	0	39	47	0	0
LOC111557322	0	0	0	0	0	41	62	0	0
LOC111560439	195	251	236	248	298	64	89	148	195
MGAT1	3962	4641	4220	4542	5477	235	198	4119	4830
LOC109499602	4	2	0	3	0	92	121	0	6
ZFP62	385	550	382	472	738	198	183	325	390
BTNL9	2	2	0	0	0	94	132	0	0
LOC101093739	0	0	0	0	0	4	9	0	0
LOC111557337	0	0	0	0	0	8	12	0	0
LOC101093987	0	0	0	0	0	65	97	0	0
LOC101082715	0	0	0	0	0	23	36	0	0
LOC101082972	0	0	0	0	0	52	50	0	0
LOC109492762	0	0	0	0	0	10	25	0	0
TRNAP-UGG	7	2	1	0	5	3	0	4	2
LOC109499615	6	4	3	7	11	89	95	3	2
TRNAT-UGU	0	0	0	0	0	0	0	0	0
TRIM7	222	218	180	352	404	204	172	225	274
TRNAA-UGC	0	0	3	0	1	4	4	0	0
TRNAK-CUU_1	72	29	25	90	79	0	0	22	37
TRNAV-AAC	0	1	0	0	1	1	3	1	0
TRNAK-CUU_2	10	8	7	8	8	7	8	6	7
TRNAV-CAC	2	3	6	0	0	3	13	1	2
TRIM41	352	454	358	479	549	165	180	224	327
RACK1	22387	21625	18062	29112	35446	962	562	13872	15635
LOC111556989	47	43	37	62	76	18	9	25	40
LOC111557009	27	19	7	33	46	18	3	17	14
TRIM52	107	67	53	84	97	315	247	43	57
LOC101094232	273	328	339	367	468	267	288	180	230
FELCATV1R2	0	0	0	1	0	12	17	0	0
LOC111560557	0	0	0	0	0	5	7	0	0
LOC111556195	1	1	0	3	3	95	118	0	0
LOC102901511	1	5	10	2	6	20	35	4	7
LOC102901611	0	0	0	5	4	51	20	0	0
FLT4	99	134	137	340	343	258	296	53	46
SCGB3A1	0	0	0	0	0	18	32	0	0
CNOT6	587	577	460	772	1080	208	167	407	491
LOC105260654	0	0	0	0	0	3	10	0	0
GFPT2	6559	5285	4684	6474	8014	153	194	2122	2547
LOC109499650	17	13	12	31	32	13	22	3	6
MAPK9	991	1025	809	1248	1631	160	140	767	940
RASGEF1C	0	0	0	0	1	101	85	0	0
LOC111556762	0	0	0	0	0	3	1	0	0
RNF130	1777	1346	1141	2251	2945	232	242	1585	2074
TBC1D9B	2586	3285	2704	3355	4118	357	307	2303	2656
MRNIP	213	188	156	205	240	96	95	134	152
SQSTM1	10394	13145	11811	11971	14355	301	188	6627	7649
MGAT4B	1755	2747	2359	2152	2462	77	82	1750	1785
LTC4S	1	1	3	2	2	63	77	1	0
MAML1	1005	1461	1265	1299	1494	230	240	521	612
CANX	19536	22239	17523	20806	28028	1688	1015	14192	17773
CBY3	28	33	23	46	56	148	171	12	17
HNRNPH1	4693	4431	3515	5507	7755	1257	838	2754	3436
RUFY1	714	878	752	845	1105	425	306	616	720
ADAMTS2	7546	10974	9817	17431	20901	200	262	6687	7856
ZNF879	33	61	51	65	125	95	112	31	34
GRM6	1	0	0	0	1	178	197	0	1
ZNF454	136	169	146	193	240	118	127	99	112
ZFP2	66	151	87	114	152	72	85	83	105
ZNF354B	108	140	95	141	195	42	57	77	113
LOC101097942	0	0	0	1	0	27	72	0	0
PROP1	0	0	0	0	0	45	49	0	0
LOC109499730	0	0	0	0	0	8	21	0	0
LOC111560493	0	0	0	0	0	58	82	1	0
LOC109499726	0	0	0	1	0	22	20	0	0
LOC111560612	0	0	0	0	0	32	51	0	0
LOC101087636	764	743	606	728	973	154	180	447	566
CLK4	485	496	398	424	631	204	130	349	375
COL23A1	377	524	486	187	180	192	196	387	450
PHYKPL	168	185	137	233	223	95	118	84	123
HNRNPAB	3828	3528	3047	4716	6088	1714	956	2614	3172
LOC109499744	4	3	6	2	6	54	56	0	0
LOC102899803	14	3	6	22	17	43	49	12	10
NHP2	794	900	813	1156	1378	63	40	631	741
RMND5B	832	934	847	1005	1222	168	184	651	718
N4BP3	34	36	25	49	49	191	165	17	40
LOC109499762	4	2	11	15	4	29	55	11	7
B4GALT7	565	853	849	794	895	65	55	488	561
TMED9	2944	3644	3315	3351	4364	190	158	3152	3438
LOC109499769	3	3	5	3	5	9	6	0	1
LOC101099424	1	5	5	4	9	24	28	3	4
YTHDC2	879	1188	978	1052	1421	275	249	652	868
LOC111556766	0	0	0	0	0	5	1	0	0
LOC105260504	0	0	0	0	0	40	40	0	0
KCNN2	0	0	1	1	4	118	91	0	0
TRIM36	68	85	79	39	47	113	136	73	76
PGGT1B	460	604	411	573	777	87	94	329	472
CCDC112	109	140	107	401	547	91	94	121	144
LOC109499806	1	0	0	0	0	19	30	0	0
LOC102900481	0	0	0	0	0	66	54	1	1
FEM1C	805	901	737	880	1142	202	180	628	784
LOC101090324	41	52	44	40	56	66	108	39	45
TMED7	6814	8149	6572	6631	8565	120	112	5861	7517
LOC109499826	0	0	0	0	0	7	26	0	0
CDO1	45	110	77	78	131	19	44	28	37
ATG12	2702	3004	2376	2448	3201	81	61	2041	2724
AP3S1	1679	2657	2027	1870	2707	151	111	2074	2413
LOC109499833	20	43	47	10	23	36	49	35	55
LOC109499835	0	0	1	0	1	51	48	1	0
LVRN	1	36	26	4	8	75	93	61	88
LOC111557054	0	0	0	0	0	11	11	0	0
ARL14EPL	0	1	0	0	0	43	55	0	1
COMMD10	421	607	442	419	641	62	83	424	460
SEMA6A	0	1	0	0	1	165	195	2	2
LOC109499869	0	0	0	0	0	80	76	0	0
LOC111560530	0	0	0	0	0	11	15	0	0
LOC109499875	0	0	0	0	0	13	12	0	0
LOC111557061	0	0	0	0	0	15	5	0	0
LOC111556922	0	0	0	0	0	4	3	0	0
LOC111560532	0	0	0	0	0	45	49	0	0
LOC109499886	0	0	0	0	0	55	100	0	0
LOC101080505	2	0	0	0	5	99	105	0	4
LOC111556245	0	1	1	1	1	128	182	8	16
LOC111560539	0	0	0	0	0	25	30	0	0
DTWD2	10	16	9	27	29	69	90	7	11
DMXL1	2520	3045	2472	3144	3925	468	473	2096	2571
TNFAIP8	187	168	142	131	165	313	226	140	165
LOC109499912	8	0	1	1	4	12	18	1	1
HSD17B4	2615	2728	2300	2373	3384	194	181	2268	2594
FAM170A	1	0	0	0	0	58	88	0	0
LOC111556745	0	0	0	0	0	2	4	0	0
LOC109499926	0	1	0	0	0	34	60	0	0
LOC111560545	5	9	6	1	0	5	10	9	4
LOC111556982	0	0	0	0	0	0	0	0	0
PRR16	151	163	118	128	191	45	53	264	250
LOC111560548	0	0	0	0	0	15	10	0	0
LOC109499944	0	0	0	0	0	16	19	0	0
LOC109499940	0	0	0	0	0	39	48	0	0
LOC111560553	0	0	0	0	0	6	6	0	0
LOC102901339	0	0	0	0	0	90	135	0	0
LOC109499955	0	0	0	0	0	9	3	0	0
LOC101092483	0	0	0	0	0	0	4	0	0
FTMT	0	0	1	0	0	18	15	0	0
LOC101092731	78	83	74	80	99	20	3	42	46
LOC109499965	1	0	0	1	0	22	20	0	0
SRFBP1	449	529	378	477	605	94	110	284	359
LOX	27849	53732	44118	20492	24863	67	73	36040	46844
LOC109499977	10	26	17	7	13	34	43	10	14
LOC105260510	5	7	14	3	2	82	118	7	5
LOC109499980	0	0	1	0	0	20	27	0	0
LOC109499978	2	0	0	0	0	14	17	0	0
SNCAIP	7	23	19	0	0	157	229	25	27
LOC109500007	0	0	0	0	0	31	20	1	0
LOC111560569	0	0	0	0	0	6	0	0	0
LOC109500004	0	0	0	0	0	9	26	0	0
SNX2	1954	2542	2098	2081	2860	150	123	1336	1700
LOC109500020	1	1	3	3	0	38	29	5	1
SNX24	719	1092	838	633	822	30	23	881	1133
LOC111560572	1	5	3	3	3	13	30	1	4
PPIC	1402	1628	1316	1424	1881	11	23	412	605
LOC111560571	7	5	2	4	9	4	24	6	13
PRDM6	8	17	7	17	21	134	184	0	2
CEP120	1045	1211	1013	1354	1788	355	306	716	778
LOC109500048	3	1	4	4	7	69	87	2	1
LOC109500051	3	7	6	7	3	14	9	4	4
LOC109500070	0	0	0	0	1	34	43	0	0
LOC111560597	0	1	0	2	1	16	21	0	1
CSNK1G3	410	433	342	514	751	142	190	264	296
LOC109500076	0	0	0	0	0	10	11	0	0
LOC109500079	0	0	0	0	0	13	3	0	0
LOC109492798	0	0	0	0	0	3	8	0	0
ZNF608	312	234	210	259	300	187	229	149	165
LOC102899621	22	14	12	12	13	7	20	7	10
LOC102899640	0	0	0	0	0	24	26	0	0
LOC111560609	0	0	0	0	1	15	8	0	0
LOC109501561	0	0	2	0	1	20	27	0	0
LOC111560613	1	0	0	0	1	11	16	1	0
GRAMD2B	34	32	27	49	67	291	209	117	142
LOC111556763	0	0	0	0	0	0	2	0	1
ALDH7A1	1508	2161	1667	1840	2464	362	276	1433	1507
PHAX	1063	1035	801	1240	1750	175	86	685	801
TEX43	2	0	1	1	2	82	76	0	2
LOC109500113	1	0	1	1	0	57	82	0	0
LMNB1	1598	602	512	1687	2155	1126	676	271	340
3-Mar	566	484	462	800	1007	72	88	298	364
LOC111560672	10	29	13	7	5	83	80	2	7
LOC102900144	19	16	17	24	39	186	244	12	12
LOC111560738	16	7	7	10	12	6	6	6	7
CA1H5orf63	116	155	135	154	196	127	107	83	93
LOC102900781	20	12	10	11	15	111	132	13	15
MEGF10	8	5	9	1	1	231	291	4	1
PRRC1	1302	1211	968	1603	2105	129	140	661	872
LOC109500238	6	4	1	7	4	24	11	1	3
LOC111560755	16	11	3	14	20	95	136	5	12
CTXN3	1	0	0	0	1	98	75	0	0
CCDC192	1	0	0	0	0	36	45	0	0
LOC111560760	1	1	1	2	2	16	25	2	3
SLC12A2	2038	2636	2258	2349	3520	198	209	1468	1644
FBN2	21	21	19	57	81	445	556	1	2
LOC111556711	0	0	0	0	0	0	1	0	0
SLC27A6	3	3	5	1	3	45	68	3	0
ISOC1	408	613	482	562	724	52	41	194	232
ADAMTS19	4	3	1	0	8	110	113	2	0
KIAA1024L	0	0	0	0	0	19	18	0	0
LOC109500247	0	0	0	0	0	24	14	0	0
LOC109500249	0	0	0	0	0	27	26	0	0
CHSY3	271	189	157	269	398	8	17	60	86
LOC111556990	0	0	0	0	0	0	0	0	0
HINT1	6770	5637	4554	6498	8612	199	144	4786	6097
LYRM7	107	119	84	70	89	28	26	72	63
CDC42SE2	840	1024	852	1251	1658	276	198	931	1089
RAPGEF6	549	659	474	677	890	1118	837	542	581
FNIP1	1796	2313	1831	2001	2809	209	207	1117	1337
MEIKIN	0	1	3	0	0	58	68	0	1
ACSL6	9	21	19	7	17	141	189	16	15
LOC111560806	0	0	0	0	0	31	69	0	1
CSF2	0	0	2	0	1	74	86	0	0
LOC111560815	0	0	0	0	0	1	7	0	0
LOC111560818	0	0	1	0	0	10	6	0	0
P4HA2	7319	6995	6016	7450	10878	443	357	5387	5795
LOC109500470	4	1	1	2	5	66	78	0	3
PDLIM4	815	615	574	1378	1592	49	47	630	799
LOC101095395	0	0	0	3	4	102	141	1	4
LOC101084417	57	51	67	64	69	161	139	56	81
IRF1	683	657	571	671	761	500	385	439	540
IL5	0	0	0	1	0	9	10	0	0
RAD50	622	593	498	867	1165	694	428	405	501
LOC111560791	1	2	2	2	1	21	32	0	1
IL13	0	0	0	1	1	225	167	0	1
IL4	0	0	0	0	0	21	15	0	0
KIF3A	493	637	524	581	870	245	207	426	557
8-Sep	3448	4856	4087	6271	7388	282	227	2715	3087
SOWAHA	1	2	2	5	10	76	55	0	3
SHROOM1	163	174	145	375	405	98	111	41	63
GDF9	19	8	7	14	17	50	69	9	19
LOC101096871	1099	1358	1250	1609	1839	52	58	932	1028
LEAP2	7	2	4	6	12	53	51	2	9
AFF4	5273	7617	6103	6447	8622	372	333	4961	6203
ZCCHC10	274	266	247	286	406	35	46	191	253
HSPA4	9402	9683	7787	12136	16996	739	459	10268	12660
FSTL4	1	1	2	4	3	174	161	2	0
LOC109500548	0	0	0	0	1	72	101	0	0
LOC109500552	0	0	0	0	0	35	47	0	0
CA1H5orf15	2783	3384	2639	2751	3650	119	101	1674	1976
VDAC1	3679	3611	2912	5267	7137	219	227	3521	4278
LOC111556759	1	0	0	1	0	9	10	0	0
LOC109492805	0	0	0	0	0	34	43	0	0
TCF7	72	20	15	33	43	402	371	11	15
SKP1	5448	6507	5386	6584	9407	194	117	5279	6363
PPP2CA	2863	3126	2466	3422	4601	276	199	1727	2241
CDKL3	9	21	15	9	17	120	127	10	21
UBE2B	1353	1623	1297	1420	1921	62	55	1043	1241
CDKN2AIPNL	223	199	175	295	347	61	54	48	78
LOC111560820	14	10	7	14	13	7	6	7	1
JADE2	587	691	609	428	475	576	500	325	408
LOC102899549	7	3	0	3	2	63	89	0	5
LOC111556716	0	1	3	2	1	5	10	0	1
SAR1B	1644	2101	1711	1736	2288	112	72	1661	2013
SEC24A	990	1397	1068	1230	1654	174	156	915	1123
CAMLG	443	606	477	549	724	38	28	362	403
DDX46	793	758	652	905	1166	747	569	458	560
LOC111556980	0	0	0	0	0	1	4	0	0
CA1H5orf24	1981	2231	1733	2257	2891	85	138	884	1202
LOC109500626	0	0	1	0	2	27	42	0	0
TXNDC15	731	909	821	783	845	68	84	761	960
LOC105260556	11	22	10	11	13	5	14	14	16
PCBD2	157	93	81	149	220	31	25	113	116
LOC109500629	1	0	0	3	2	19	44	0	1
CATSPER3	16	2	0	12	13	90	91	6	1
PITX1	0	0	0	0	0	35	44	0	0
LOC109500635	0	1	0	0	1	11	8	0	0
LOC109500634	0	0	0	0	0	14	20	0	0
LOC102900331	0	0	0	0	0	55	81	0	0
LOC101080257	1187	1267	1010	1603	2019	442	281	708	870
LOC109500645	5	2	2	3	1	14	15	3	1
TIFAB	0	0	0	0	0	25	29	0	0
NEUROG1	0	0	0	0	0	61	48	1	0
LOC109500658	0	0	0	0	0	7	6	0	0
CXCL14	42	6	5	7	15	31	50	19	24
LOC109500655	0	0	0	0	0	22	18	0	0
SLC25A48	10	4	4	14	2	157	244	0	0
IL9	0	0	0	0	0	16	16	0	0
FBXL21	0	0	0	0	0	41	57	0	0
LECT2	0	0	0	0	0	28	31	0	0
LOC109500665	0	0	1	0	1	20	33	0	0
TGFBI	84	8	8	195	303	151	186	12	5
LOC109500666	1	0	0	0	1	69	92	0	0
LOC109500669	2	0	0	2	0	57	69	0	0
SMAD5	2390	3308	2503	2615	3558	174	143	1398	1698
TRPC7	0	0	0	1	0	195	231	0	0
LOC111556734	0	0	0	0	0	0	0	0	0
LOC109500673	0	0	0	0	0	40	51	0	0
LOC109500676	0	0	0	0	0	12	10	0	0
LOC109500675	0	0	0	0	0	45	49	0	0
SPOCK1	106	6	1	32	28	145	135	0	2
LOC109500677	2	0	1	0	0	73	89	0	0
KLHL3	17	11	16	16	16	186	188	10	5
HNRNPA0	1298	1315	1150	1520	1812	99	102	706	871
MYOT	7	7	2	2	6	44	70	5	7
PKD2L2	4	2	1	3	2	44	79	2	5
FAM13B	2021	2277	1773	2431	3101	272	222	1282	1604
LOC111556732	0	0	0	2	0	3	1	0	0
LOC109500706	0	0	0	0	0	23	11	1	0
WNT8A	0	1	0	0	0	61	93	0	0
NME5	0	0	0	0	0	27	29	0	0
BRD8	920	1183	1037	1479	1786	521	499	824	1028
LOC111560859	151	201	176	255	313	58	73	129	162
KIF20A	154	72	51	104	177	254	216	52	41
CDC23	317	365	308	461	528	127	129	270	317
GFRA3	0	1	2	1	0	108	145	0	0
CDC25C	30	6	12	19	26	183	190	5	7
LOC101087194	0	1	0	0	3	53	45	0	0
FAM53C	1588	1765	1537	1962	2378	216	202	1208	1372
KDM3B	1560	1692	1385	1840	2263	609	559	1045	1237
REEP2	31	15	11	15	18	136	128	60	54
EGR1	174	96	111	274	388	273	224	159	208
ETF1	4366	4477	3629	4971	6817	390	256	4321	5476
LOC111560872	0	0	3	3	0	26	28	0	1
HSPA9	13790	13284	11028	15194	19925	671	485	7102	8710
LOC111557006	3	4	3	6	8	1	0	5	4
LOC111557003	6	7	2	2	2	3	0	3	3
LOC109500763	0	0	0	0	0	21	29	0	1
CTNNA1	1812	2480	1871	2434	3102	225	208	5842	6467
LRRTM2	13	8	11	20	40	72	66	11	12
SIL1	1022	1091	1031	899	1050	90	88	958	951
LOC111556720	0	0	0	0	0	3	3	0	0
LOC111560875	2	4	6	3	5	85	78	0	2
LOC102902316	576	440	355	466	574	53	46	335	500
LOC109500774	40	40	19	29	45	30	36	21	20
LOC111556992	40	55	49	56	53	8	0	23	24
MATR3	9431	9973	7837	10429	14305	826	513	4812	5948
PAIP2	632	695	626	719	1007	97	90	439	545
SLC23A1	23	25	30	27	52	196	234	13	18
LOC101090836	2	3	0	2	4	2	12	2	4
MZB1	0	1	0	0	0	42	50	0	0
PROB1	2	6	6	10	18	137	151	2	9
SPATA24	37	20	18	26	29	75	71	28	28
DNAJC18	791	737	631	854	1080	273	309	471	577
ECSCR	12	22	14	14	25	110	120	12	15
TMEM173	4	3	3	2	8	183	146	11	24
UBE2D2	1477	1790	1487	1861	2593	122	99	1089	1395
CXXC5	1390	973	844	1370	1703	212	209	924	1132
PSD2	79	82	73	59	64	198	204	37	59
NRG2	2	6	2	4	1	93	123	1	0
LOC109500856	14	14	26	16	24	116	92	23	38
PURA	397	501	410	533	726	125	96	435	476
IGIP	93	139	97	122	133	22	43	97	133
CYSTM1	421	906	815	616	773	52	51	1061	1220
LOC109500859	2	0	0	1	3	30	31	2	1
PFDN1	998	1265	978	1129	1450	92	55	672	894
LOC111556742	0	0	0	0	0	1	1	0	0
HBEGF	172	200	165	265	296	86	100	38	75
SLC4A9	2	1	1	2	0	281	323	3	3
LOC102899826	0	1	2	5	6	44	74	0	2
LOC101093912	744	804	636	957	1314	867	673	427	537
LOC111556920	0	0	0	0	0	4	21	0	0
EIF4EBP3	201	213	180	241	303	16	45	108	105
SRA1	1543	1635	1444	1760	2258	149	91	1627	1736
APBB3	90	85	63	102	131	143	172	29	63
LOC101095877	133	156	162	162	231	65	41	125	150
SLC35A4	304	285	314	374	546	102	76	322	324
LOC102900045	2	0	0	1	3	140	158	0	0
CD14	1	6	0	1	0	41	37	3	5
TMCO6	191	162	137	162	217	160	162	76	111
NDUFA2	737	796	730	894	1090	57	52	572	762
IK	1924	1899	1653	2515	3332	745	557	1541	1736
WDR55	391	485	416	516	624	90	80	281	262
DND1	145	150	156	159	186	42	25	107	111
HARS	1893	1963	1617	2220	2829	229	212	1647	1838
LOC101098429	296	380	286	370	473	92	106	213	270
ZMAT2	1161	1084	874	1337	1742	334	230	819	1091
LOC111560912	5	2	3	3	1	20	20	1	1
LOC101098920	11	35	29	11	15	300	404	8	6
LOC101099699	0	0	2	0	1	45	75	0	0
LOC101092486	0	2	0	1	1	29	39	0	3
LOC109500945	0	0	0	0	0	33	41	0	0
