X1	4438	4460	4474	4501	4510	4520	DC1MINUS	DC2MINUES	DC4MINUS	MischiefMinus	X2654MINUS
LOC109498814	0	0	0	0	0	0	0	0	0	24	0
LOC111560123	0	0	1	0	1	0	0	0	0	24	0
LOC109492621	1	0	0	2	3	0	0	0	0	16	0
GPC5	4	5	9	3	11	2	0	1	1	107	0
LOC111556710	0	0	1	0	1	0	0	0	0	0	0
LOC111556930	1	0	0	0	2	1	0	0	0	0	0
GPC6	4	3	4	3	9	7	2550	6746	4070	189	3421
LOC109498840	2	3	1	3	20	2	14	25	18	86	7
DCT	2	1	3	1	11	1	0	0	0	72	0
TRNAF-GAA	1	1	1	1	0	5	2	3	1	6	0
TGDS	503	316	431	154	79	209	294	333	326	51	164
GPR180	509	398	324	192	85	239	426	411	662	241	247
LOC111560128	14	0	5	4	34	0	0	0	0	202	0
SOX21	0	3	2	0	1	0	1	1	1	29	3
LOC111556548	1	1	0	5	5	3	0	2	2	53	2
LOC109498853	1	0	1	0	0	1	0	0	0	33	0
LOC109498862	0	0	2	0	8	0	0	0	0	19	0
ABCC4	182	503	225	136	107	236	462	531	841	296	315
LOC111560130	0	0	1	1	1	0	0	1	0	10	0
CLDN10	0	0	1	2	5	2	2	1	4	43	0
DZIP1	1	1	3	8	11	1	2460	2646	2827	156	2633
DNAJC3	2872	2911	3118	1400	692	2189	6217	6504	6432	322	4360
LOC109498873	24	10	23	21	14	9	5	4	4	24	4
UGGT2	8	2	4	6	19	2	3674	4301	3880	164	1902
HS6ST3	5	4	0	6	16	1	0	2	0	163	3
LOC109498887	3	3	1	1	8	0	0	1	0	48	0
OXGR1	0	0	1	1	5	1	0	0	0	68	0
LOC111556794	0	0	0	0	0	0	0	0	0	0	0
MBNL2	2679	3803	3554	2261	580	1985	3564	3752	3881	196	2401
LOC111560143	86	65	76	82	35	37	16	7	15	78	6
RAP2A	2045	2381	2251	1080	388	1413	1394	1661	1897	359	1391
IPO5	4055	2965	3846	2136	698	2786	18906	18242	23076	638	12938
FARP1	154	94	147	110	76	90	3462	2658	4122	164	1856
LOC111560147	0	0	1	0	1	0	5	0	0	4	1
LOC109498918	17	10	13	13	19	13	15	3	14	63	0
STK24	5574	5345	5960	4935	1525	4609	1214	1062	1406	317	929
LOC109492627	0	0	1	0	0	0	0	0	0	19	0
SLC15A1	10	3	3	1	8	1	1	0	0	183	0
DOCK9	2175	2595	2111	1320	509	1420	1015	1967	1246	622	1416
LOC109498988	23	8	12	23	24	7	3	3	1	67	0
LOC111560153	2	3	3	3	7	5	2	2	1	91	0
UBAC2	2336	2730	2108	791	456	1536	1047	1193	1133	209	970
GPR18	546	420	215	152	93	301	4	5	2	69	2
LOC101101025	3299	2955	2873	1036	492	2107	8	0	1	36	1
TM9SF2	2148	2042	2049	1000	511	1645	6700	7540	6526	198	4949
CLYBL	131	153	173	90	47	109	197	267	266	157	210
LOC109499019	6	2	4	5	4	2	2	0	0	39	0
LOC111556737	0	1	1	0	1	0	0	0	1	2	0
ZIC5	3	2	1	0	9	1	0	0	0	41	0
LOC111560162	3	1	2	2	18	1	0	1	0	59	0
ZIC2	1	1	0	1	1	2	0	0	0	34	0
LOC109499045	1	1	0	0	1	1	0	0	0	37	0
PCCA	643	702	534	358	186	337	437	550	538	167	448
GGACT	357	353	301	217	139	257	168	275	285	182	206
LOC102901352	29	16	10	26	11	18	3	2	0	15	1
TMTC4	166	152	160	72	49	141	745	649	631	106	1319
LOC111557002	0	0	0	0	0	0	0	0	0	2	0
LOC109499053	2	2	2	1	1	1	0	0	2	35	0
NALCN	1	2	5	7	27	3	5	6	2	295	125
ITGBL1	1	1	0	1	2	2	99	56	31	64	4349
FGF14	0	1	2	2	7	0	8	2	12	180	197
TPP2	3055	2275	3028	2392	812	2317	1627	1804	2052	335	1140
LOC111560175	19	11	9	28	6	16	2	2	1	15	1
METTL21C	12	7	12	13	12	11	1	0	0	67	1
CCDC168	206	178	129	64	73	109	7	9	28	401	8
TEX30	832	1108	742	265	145	636	180	170	260	90	116
LOC109499075	33	81	43	2	7	13	4	1	11	26	0
LOC109499083	3	7	4	3	2	1	1	1	2	16	1
KDELC1	320	432	298	131	68	240	654	775	1036	123	464
LOC101085685	2080	2345	2040	882	406	1604	1522	1866	1805	316	1201
LOC101085945	8	2	8	3	6	5	16	30	15	39	9
SLC10A2	1	0	0	3	4	0	0	1	2	58	0
LOC109499097	0	0	0	0	0	0	0	0	0	46	0
LOC109499098	4	1	1	2	16	3	0	0	1	28	0
LOC111560119	0	1	1	0	5	2	1	0	0	17	0
LOC109499113	1	1	0	2	6	1	0	0	0	26	1
LOC109499114	0	0	0	0	1	0	0	0	0	10	0
LOC109492637	1	0	0	0	1	0	0	0	0	0	0
EFNB2	20	19	16	16	15	20	988	1992	2126	110	554
LOC109499129	4	0	2	5	5	0	6	12	9	34	2
ARGLU1	3410	3118	2855	1198	573	2112	1265	1258	1430	862	731
LOC111557028	0	0	0	0	0	0	0	0	0	2	0
LOC109492638	0	1	0	1	2	0	0	0	0	9	0
FAM155A	4	5	3	0	12	0	2	1	1	56	0
LOC109492640	0	0	0	0	1	0	0	0	0	16	0
LIG4	348	450	377	183	80	244	586	725	767	110	398
ABHD13	992	987	835	383	163	639	610	663	651	144	406
TNFSF13B	185	202	283	70	62	110	1	0	1	28	0
MYO16	8	3	4	5	24	4	18	5	30	248	0
LOC109499157	2	1	1	0	8	0	0	0	1	42	0
LOC109492647	0	0	0	1	7	0	0	0	0	30	0
LOC109499163	1	0	0	0	2	0	0	0	0	33	0
LOC109499166	1	1	1	3	6	1	0	0	0	28	0
LOC109499170	0	1	0	3	6	0	0	0	0	27	0
IRS2	1310	1367	1172	765	272	1071	532	1524	974	75	328
LOC109499171	39	11	39	31	7	35	0	0	4	27	1
LOC109492654	1	0	1	0	1	4	1	2	0	22	1
COL4A1	39	7	6	13	51	13	47734	39913	72166	286	12865
COL4A2	55	22	10	12	48	7	27798	23783	40488	331	9888
LOC102899513	1	0	1	1	2	0	1	2	5	29	1
RAB20	108	50	112	70	32	82	7	4	10	30	5
LOC109499192	0	0	0	0	1	0	0	0	1	9	0
NAXD	914	788	758	400	186	602	368	501	429	49	330
CARS2	332	261	291	253	57	224	320	422	414	135	294
ING1	1092	1156	949	587	235	730	655	1334	845	146	457
ANKRD10	1231	1158	1215	790	278	990	466	620	623	96	346
LOC109499207	17	5	14	5	21	12	4	8	5	43	11
LOC109499197	15	11	9	5	5	6	0	0	0	67	0
ARHGEF7	3492	3515	4480	3178	1121	3370	1829	1780	2346	560	1274
LOC102899894	22	7	16	30	18	10	4	0	3	23	0
TEX29	6	3	5	6	5	9	2	0	2	26	1
LOC111560204	0	2	2	0	3	1	0	0	0	10	0
LOC109499233	0	0	0	0	1	2	0	0	1	35	0
LOC109499227	5	2	1	6	12	0	0	0	0	50	1
SOX1	3	1	2	0	7	1	0	0	1	39	0
LOC109492657	0	3	0	2	4	6	0	0	0	61	0
SPACA7	2	1	1	1	1	2	0	0	0	28	0
TUBGCP3	1468	1194	1201	840	320	904	1373	1629	1842	448	783
LOC109492658	4	1	1	0	7	1	0	1	1	44	1
LOC109499271	0	0	0	0	0	0	0	0	0	22	0
LOC109499252	0	0	0	0	3	0	0	0	0	14	0
LOC102900112	26	12	17	115	17	15	17	132	6	100	48
ATP11A	1733	1056	1583	1333	485	1095	414	477	548	316	284
LOC111560214	12	21	9	8	2	13	1	0	0	7	0
MCF2L	313	288	170	282	83	152	0	1	0	233	3
LOC109499308	0	3	1	3	0	2	0	0	0	10	0
F7	2	2	1	1	16	2	0	0	1	47	0
F10	4	6	7	5	9	4	2	0	0	44	0
PCID2	707	639	629	386	131	526	665	742	792	123	500
CUL4A	1784	1679	1715	904	320	1360	2075	2154	2367	320	1400
LOC111560228	531	315	486	291	91	293	161	108	128	102	53
LAMP1	6393	6207	7585	3417	1585	5151	9989	13723	10033	207	8449
GRTP1	27	36	26	15	22	10	22	26	27	41	35
LOC111560226	5	2	1	1	3	0	0	0	0	16	0
LOC105260444	2	4	6	3	13	7	12	22	31	51	28
ADPRHL1	7	6	8	2	16	2	102	175	331	101	267
DCUN1D2	386	359	153	66	43	101	231	188	232	63	84
TMCO3	966	838	856	394	183	641	1670	2364	2202	149	1310
LOC102900920	0	1	7	4	2	3	1	1	0	21	2
TFDP1	589	691	644	340	142	453	1466	1728	1803	310	1165
ATP4B	3	0	3	3	3	3	5	0	2	53	2
GRK1	5	1	3	5	16	2	1	0	1	62	0
TMEM255B	3	4	1	1	11	0	0	3	3	69	0
GAS6	91	61	99	42	31	39	6432	15614	14211	74	7445
CA1H13orf46	9	1	8	3	10	5	1	0	0	77	1
RASA3	33769	42656	42457	22425	8261	41497	4764	8049	6671	182	2594
LOC109492661	1	2	0	1	2	0	0	0	0	15	0
LOC109499896	0	0	3	1	2	0	0	0	0	24	0
LOC111560168	2	0	2	0	1	0	0	0	0	14	0
CDC16	933	854	984	532	231	674	712	854	824	84	506
LOC111560393	13	10	6	4	1	2	2	8	6	38	3
UPF3A	256	195	249	143	56	159	223	191	232	232	176
CHAMP1	177	149	115	151	52	85	68	67	66	210	60
LOC109499405	0	0	2	0	2	2	1	0	0	30	1
LOC101099772	3	0	0	0	2	0	0	0	0	3	0
LOC101094075	3	0	0	2	4	1	0	0	0	70	0
LOC101100025	0	0	0	0	3	3	0	0	0	54	0
LOC101100275	1	1	0	0	5	0	0	0	0	42	0
LOC101094566	0	0	0	0	1	1	0	0	0	42	0
LOC101100535	5	2	0	1	3	1	0	0	1	12	0
LOC101094818	1	0	0	0	5	0	0	0	0	31	0
LOC101100780	0	0	0	0	1	0	0	0	0	59	0
LOC101101026	0	0	0	2	6	0	0	0	0	29	0
LOC101101283	1	1	0	0	2	0	0	0	0	14	0
LOC101095073	0	1	0	0	3	0	0	0	0	21	0
LOC101080353	0	0	0	2	3	0	0	0	0	8	0
LOC101095308	2	0	1	0	3	1	0	0	0	17	0
LOC101081111	1	0	2	2	7	0	0	0	0	31	0
LOC101084082	0	0	1	0	5	0	0	0	0	54	0
LOC102899961	1	0	0	1	4	0	0	0	0	23	0
LYPD8	1	2	1	0	8	0	1	0	0	42	0
SH3BP5L	322	269	282	126	79	196	392	504	594	151	299
ZNF672	273	153	223	206	64	181	76	58	66	102	15
ZNF692	611	595	480	222	85	314	98	104	137	106	63
LOC111560286	1	0	0	0	2	0	0	0	0	9	0
TRNAL-CAA	1	0	1	0	0	0	7	3	11	17	0
TRNAE-CUC	1	0	0	0	0	0	0	0	0	0	0
PGBD2	180	211	194	100	25	150	262	378	418	79	185
LOC111556715	3	2	3	3	3	5	2	1	0	5	1
LOC101085852	2	0	0	1	3	2	0	0	0	22	0
LOC101086111	4	3	0	0	2	0	0	0	0	11	0
LOC101086367	0	0	0	0	4	0	0	0	0	27	0
LOC101086869	1	0	0	0	3	0	0	0	0	45	0
LOC101087125	5	2	1	1	16	1	0	2	0	54	0
LOC101087376	0	0	0	0	3	0	0	0	0	64	0
LOC101087635	0	1	1	0	3	0	0	0	0	35	0
LOC101087896	0	0	1	0	1	0	0	0	0	6	0
LOC111556948	0	0	0	0	3	1	0	0	0	28	0
LOC111556985	4	0	2	0	2	0	0	0	0	23	0
LOC102900767	0	0	0	1	1	0	0	0	0	36	0
LOC101088904	1	0	0	1	3	0	0	0	0	12	0
TRIM58	246	291	201	194	65	168	0	0	0	29	0
LOC101082541	0	0	1	0	2	0	0	0	0	40	0
LOC101089671	3	0	3	0	4	0	0	0	0	35	0
LOC109492694	1	1	0	0	2	1	0	0	0	13	0
LOC109499504	0	2	0	0	2	0	0	0	0	6	0
LOC101089917	0	0	0	1	1	0	0	0	0	39	0
LOC101082797	0	0	1	1	3	0	0	0	0	11	0
LOC101090164	1	0	1	1	6	1	0	0	0	36	0
LOC101083056	0	2	1	0	1	1	0	0	0	22	0
LOC109500764	0	0	2	1	5	1	0	0	0	76	0
LOC105260451	0	1	0	0	3	0	0	0	0	27	0
LOC109500775	2	1	1	0	5	0	0	0	0	22	0
LOC101080302	0	1	2	0	6	0	0	0	0	28	0
LOC101101231	1	0	0	1	1	0	0	0	0	26	0
LOC101100977	0	0	0	0	2	1	0	0	0	28	0
LOC101099980	0	0	0	0	3	1	0	0	0	4	0
LOC101098527	0	0	0	1	1	0	0	0	0	9	0
LOC101093328	0	0	0	0	4	0	1	2	0	3	0
LOC101093577	0	0	0	0	3	0	0	0	0	12	0
LOC101093829	0	1	0	0	2	0	0	0	0	8	0
LOC101091078	0	2	0	0	5	0	0	0	0	31	0
LOC101094321	0	0	0	0	1	1	0	0	0	0	0
LOC101091338	0	0	0	0	2	0	0	0	0	48	0
LOC101091589	0	1	0	0	3	1	1	0	0	16	0
LOC101091839	2	0	1	5	4	0	0	0	0	10	0
LOC101094567	2	0	0	0	2	0	0	0	0	25	0
LOC101094819	1	3	0	0	3	0	0	0	0	36	0
GCSAML	255	292	269	161	107	206	0	0	0	9	0
LOC101095546	0	0	1	1	2	0	0	0	0	41	0
LOC101095792	0	1	1	0	3	0	0	0	0	19	0
LOC101096031	0	1	1	1	1	0	0	0	0	7	0
LOC101096283	5	10	3	0	8	1	0	0	0	9	0
LOC109492731	2784	1779	3130	837	731	2075	7	13	5	14	3
LOC101096535	0	0	0	1	3	0	0	0	0	18	0
LOC101096784	0	0	1	0	3	0	0	0	0	26	0
LOC101097040	2	0	0	0	18	2	0	0	0	41	0
NLRP3	659	223	628	190	166	366	0	0	0	116	0
ZNF496	266	262	177	160	61	160	1149	1636	1714	97	838
LOC101097294	0	0	0	0	1	1	0	0	0	5	0
BTNL10	8	5	2	25	7	1	2	0	0	9	0
LOC101097782	9	7	4	34	8	1	0	0	0	59	0
LOC102901766	49	27	33	16	19	35	24	43	33	37	13
RNF187	986	884	962	491	215	751	542	552	711	112	394
LOC101098354	336	326	276	186	68	282	57	45	86	38	29
LOC101098601	139	105	132	68	27	103	150	126	178	89	55
LOC101101285	2	3	0	1	6	2	0	0	0	74	0
TRIM17	1	3	1	3	1	2	1	0	1	49	2
LOC102899256	10	8	7	5	1	2	1	1	1	3	1
TRIM11	468	391	492	210	82	365	316	305	399	85	215
OBSCN	660	334	413	396	297	298	200	200	221	834	105
IBA57	200	191	207	115	80	231	30	72	29	36	57
GJC2	22	17	22	12	13	18	3	3	1	22	2
GUK1	1318	1324	1556	675	311	964	835	1065	1111	131	1309
MRPL55	295	254	318	220	63	202	315	338	418	54	247
CA1H1orf35	646	649	614	330	135	445	414	406	493	399	339
ARF1	5736	6380	6341	3128	1225	4778	5928	6823	7338	546	4823
WNT3A	0	1	2	1	4	1	0	0	0	56	0
WNT9A	15	8	10	6	8	5	31	43	37	138	27
PRSS38	2	2	1	0	2	0	0	0	0	47	0
SNAP47	84	74	65	49	18	55	74	102	83	79	101
JMJD4	832	650	575	343	139	416	501	509	404	165	299
LOC109492746	1	0	3	1	8	1	0	0	0	83	0
LOC109497082	1	6	3	5	15	2	0	0	0	49	1
LOC109497081	3	1	0	0	5	0	1	0	0	39	0
LOC111557322	3	3	3	1	15	3	0	0	0	41	0
LOC111560439	711	641	591	364	126	451	195	251	248	64	148
MGAT1	10235	8725	7957	4950	1852	6920	3962	4641	4542	235	4119
LOC109499602	28	17	22	13	11	10	4	2	3	92	0
ZFP62	1966	1661	1496	787	365	975	385	550	472	198	325
BTNL9	13	10	3	6	6	2	2	2	0	94	0
LOC101093739	0	0	0	0	0	0	0	0	0	4	0
LOC111557337	0	0	0	0	0	0	0	0	0	8	0
LOC101093987	1	1	0	1	2	0	0	0	0	65	0
LOC101082715	2	1	0	0	6	0	0	0	0	23	0
LOC101082972	1	0	0	0	3	0	0	0	0	52	0
LOC109492762	21	30	23	3	5	13	0	0	0	10	0
TRNAP-UGG	13	3	5	5	0	8	7	2	0	3	4
LOC109499615	467	391	253	165	71	212	6	4	7	89	3
TRNAT-UGU	0	0	0	0	0	0	0	0	0	0	0
TRIM7	2905	2780	1814	1150	385	1712	222	218	352	204	225
TRNAA-UGC	0	0	0	0	2	0	0	0	0	4	0
TRNAK-CUU_1	31	16	28	24	7	50	72	29	90	0	22
TRNAV-AAC	1	1	1	0	0	1	0	1	0	1	1
TRNAK-CUU_2	0	0	2	0	2	1	10	8	8	7	6
TRNAV-CAC	2	0	1	0	1	3	2	3	0	3	1
TRIM41	1037	882	687	277	142	555	352	454	479	165	224
RACK1	17275	14269	17255	10598	3341	14317	22387	21625	29112	962	13872
LOC111556989	160	216	137	58	26	129	47	43	62	18	25
LOC111557009	163	161	135	73	20	97	27	19	33	18	17
TRIM52	768	597	543	296	132	324	107	67	84	315	43
LOC101094232	1345	2435	621	246	141	472	273	328	367	267	180
FELCATV1R2	0	1	0	0	2	1	0	0	1	12	0
LOC111560557	0	0	0	1	2	0	0	0	0	5	0
LOC111556195	0	3	0	0	9	4	1	1	3	95	0
LOC102901511	1	0	3	2	8	0	1	5	2	20	4
LOC102901611	0	2	1	1	11	0	0	0	5	51	0
FLT4	6	4	5	8	35	2	99	134	340	258	53
SCGB3A1	2	1	1	0	7	4	0	0	0	18	0
CNOT6	2317	1299	1775	2030	610	1267	587	577	772	208	407
LOC105260654	0	0	0	1	1	0	0	0	0	3	0
GFPT2	9	5	6	5	16	3	6559	5285	6474	153	2122
LOC109499650	15	10	13	3	6	6	17	13	31	13	3
MAPK9	450	364	470	295	158	323	991	1025	1248	160	767
RASGEF1C	2	1	3	5	13	0	0	0	0	101	0
LOC111556762	0	0	0	0	0	0	0	0	0	3	0
RNF130	3368	2585	3829	1846	810	2182	1777	1346	2251	232	1585
TBC1D9B	1068	1034	1002	617	240	674	2586	3285	3355	357	2303
MRNIP	448	495	399	233	66	367	213	188	205	96	134
SQSTM1	3138	5864	3575	2217	656	2994	10394	13145	11971	301	6627
MGAT4B	399	368	582	224	78	294	1755	2747	2152	77	1750
LTC4S	5	9	12	8	8	13	1	1	2	63	1
MAML1	1224	1220	1127	785	327	1032	1005	1461	1299	230	521
CANX	10418	8740	10762	5420	2649	7115	19536	22239	20806	1688	14192
CBY3	21	32	36	37	33	41	28	33	46	148	12
HNRNPH1	13766	10850	12033	6057	1855	7768	4693	4431	5507	1257	2754
RUFY1	2236	1610	2152	1262	473	1302	714	878	845	425	616
ADAMTS2	19	19	25	18	22	12	7546	10974	17431	200	6687
ZNF879	318	302	265	141	87	215	33	61	65	95	31
GRM6	9	3	9	10	28	4	1	0	0	178	0
ZNF454	104	117	114	70	33	68	136	169	193	118	99
ZFP2	293	222	188	169	76	150	66	151	114	72	83
ZNF354B	532	557	523	159	80	306	108	140	141	42	77
LOC101097942	1	0	0	0	2	1	0	0	1	27	0
PROP1	3	1	2	2	11	3	0	0	0	45	0
LOC109499730	0	0	0	5	8	0	0	0	0	8	0
LOC111560493	1	0	2	0	3	1	0	0	0	58	1
LOC109499726	0	0	0	0	0	0	0	0	1	22	0
LOC111560612	1	0	1	0	1	0	0	0	0	32	0
LOC101087636	2207	2018	2018	857	309	1302	764	743	728	154	447
CLK4	1397	1244	1143	661	240	787	485	496	424	204	349
COL23A1	6	1	5	5	19	3	377	524	187	192	387
PHYKPL	464	364	385	287	87	313	168	185	233	95	84
HNRNPAB	3260	3059	3259	1740	580	2479	3828	3528	4716	1714	2614
LOC109499744	42	44	9	17	7	7	4	3	2	54	0
LOC102899803	102	57	85	55	23	61	14	3	22	43	12
NHP2	420	467	432	230	91	342	794	900	1156	63	631
RMND5B	1264	1218	1221	645	326	1112	832	934	1005	168	651
N4BP3	226	136	189	126	69	132	34	36	49	191	17
LOC109499762	12	3	8	2	9	6	4	2	15	29	11
B4GALT7	246	278	258	129	60	212	565	853	794	65	488
TMED9	916	955	953	584	208	804	2944	3644	3351	190	3152
LOC109499769	2	0	2	2	0	0	3	3	3	9	0
LOC101099424	14	8	11	4	9	9	1	5	4	24	3
YTHDC2	1525	1140	1185	864	318	755	879	1188	1052	275	652
LOC111556766	0	0	0	0	0	0	0	0	0	5	0
LOC105260504	1	1	0	0	2	1	0	0	0	40	0
KCNN2	1	0	0	3	10	3	0	0	1	118	0
TRIM36	538	404	526	420	116	357	68	85	39	113	73
PGGT1B	690	651	662	331	162	453	460	604	573	87	329
CCDC112	164	115	159	117	31	107	109	140	401	91	121
LOC109499806	3	1	2	1	0	0	1	0	0	19	0
LOC102900481	6	1	1	1	6	1	0	0	0	66	1
FEM1C	1333	1035	1112	859	314	672	805	901	880	202	628
LOC101090324	135	175	172	120	53	128	41	52	40	66	39
TMED7	3131	2644	3135	1362	634	2078	6814	8149	6631	120	5861
LOC109499826	0	0	0	0	2	0	0	0	0	7	0
CDO1	1	4	1	2	2	0	45	110	78	19	28
ATG12	1160	1562	1098	417	270	1037	2702	3004	2448	81	2041
AP3S1	1234	1270	1299	568	258	1083	1679	2657	1870	151	2074
LOC109499833	31	22	24	8	5	29	20	43	10	36	35
LOC109499835	1	0	0	1	3	0	0	0	0	51	1
LVRN	2	4	4	5	16	1	1	36	4	75	61
LOC111557054	1	0	1	1	0	0	0	0	0	11	0
ARL14EPL	0	0	1	0	7	0	0	1	0	43	0
COMMD10	258	313	301	169	74	245	421	607	419	62	424
SEMA6A	12	5	22	25	31	13	0	1	0	165	2
LOC109499869	1	1	2	3	9	2	0	0	0	80	0
LOC111560530	0	0	1	0	6	0	0	0	0	11	0
LOC109499875	0	0	0	1	1	2	0	0	0	13	0
LOC111557061	1	0	0	1	0	0	0	0	0	15	0
LOC111556922	0	0	0	0	0	0	0	0	0	4	0
LOC111560532	2	1	3	2	3	1	0	0	0	45	0
LOC109499886	1	0	1	0	4	0	0	0	0	55	0
LOC101080505	294	127	332	876	103	211	2	0	0	99	0
LOC111556245	197	51	272	227	62	81	0	1	1	128	8
LOC111560539	1	0	0	0	3	0	0	0	0	25	0
DTWD2	106	73	83	50	51	49	10	16	27	69	7
DMXL1	5303	3103	4373	3165	1170	3056	2520	3045	3144	468	2096
TNFAIP8	2665	2254	2691	1303	521	1771	187	168	131	313	140
LOC109499912	165	104	165	108	39	89	8	0	1	12	1
HSD17B4	1419	1027	1597	658	392	954	2615	2728	2373	194	2268
FAM170A	6	2	2	0	12	0	1	0	0	58	0
LOC111556745	0	0	0	0	0	0	0	0	0	2	0
LOC109499926	4	1	1	1	2	1	0	1	0	34	0
LOC111560545	0	1	1	1	0	1	5	9	1	5	9
LOC111556982	0	0	0	0	0	0	0	0	0	0	0
PRR16	3	1	0	2	8	2	151	163	128	45	264
LOC111560548	0	0	2	2	1	0	0	0	0	15	0
LOC109499944	0	0	0	0	1	1	0	0	0	16	0
LOC109499940	2	0	2	1	8	2	0	0	0	39	0
LOC111560553	2	0	0	0	0	0	0	0	0	6	0
LOC102901339	0	6	0	5	22	1	0	0	0	90	0
LOC109499955	0	0	0	0	1	0	0	0	0	9	0
LOC101092483	1	0	0	0	2	0	0	0	0	0	0
FTMT	0	2	2	1	3	0	0	0	0	18	0
LOC101092731	7	10	10	5	2	3	78	83	80	20	42
LOC109499965	3	5	1	2	5	1	1	0	1	22	0
SRFBP1	296	331	292	147	68	202	449	529	477	94	284
LOX	12	23	20	21	20	13	27849	53732	20492	67	36040
LOC109499977	6	1	4	8	8	4	10	26	7	34	10
LOC105260510	6	0	2	3	3	0	5	7	3	82	7
LOC109499980	1	1	0	0	0	0	0	0	0	20	0
LOC109499978	0	1	2	0	9	0	2	0	0	14	0
SNCAIP	3	1	2	1	13	3	7	23	0	157	25
LOC109500007	0	0	0	0	3	1	0	0	0	31	1
LOC111560569	0	0	0	0	0	1	0	0	0	6	0
LOC109500004	0	0	0	1	3	1	0	0	0	9	0
SNX2	2443	1626	2566	1589	605	1725	1954	2542	2081	150	1336
LOC109500020	9	4	6	1	5	2	1	1	3	38	5
SNX24	31	17	47	15	21	22	719	1092	633	30	881
LOC111560572	1	3	0	3	2	0	1	5	3	13	1
PPIC	332	254	240	32	115	287	1402	1628	1424	11	412
LOC111560571	1	0	4	1	2	0	7	5	4	4	6
PRDM6	1	0	1	3	13	3	8	17	17	134	0
CEP120	1906	1604	1876	1398	418	1329	1045	1211	1354	355	716
LOC109500048	42	14	30	41	24	14	3	1	4	69	2
LOC109500051	11	9	18	16	1	10	3	7	7	14	4
LOC109500070	2	1	3	0	6	0	0	0	0	34	0
LOC111560597	3	7	4	3	1	4	0	1	2	16	0
CSNK1G3	1853	1628	1866	1687	498	1463	410	433	514	142	264
LOC109500076	1	0	0	2	3	0	0	0	0	10	0
LOC109500079	0	1	0	0	3	0	0	0	0	13	0
LOC109492798	2	3	6	21	2	4	0	0	0	3	0
ZNF608	294	143	253	316	65	140	312	234	259	187	149
LOC102899621	10	4	4	4	8	6	22	14	12	7	7
LOC102899640	6	5	1	2	8	0	0	0	0	24	0
LOC111560609	0	0	1	1	7	0	0	0	0	15	0
LOC109501561	4	2	0	0	4	0	0	0	0	20	0
LOC111560613	1	0	0	2	1	0	1	0	0	11	1
GRAMD2B	458	394	396	261	106	281	34	32	49	291	117
LOC111556763	5	1	1	0	0	1	0	0	0	0	0
ALDH7A1	961	917	847	535	229	677	1508	2161	1840	362	1433
PHAX	882	900	903	391	176	571	1063	1035	1240	175	685
TEX43	2	1	2	5	2	0	2	0	1	82	0
LOC109500113	3	0	1	3	3	2	1	0	1	57	0
LMNB1	960	729	1119	498	176	727	1598	602	1687	1126	271
3-Mar	40	49	33	45	13	26	566	484	800	72	298
LOC111560672	9	4	2	5	12	1	10	29	7	83	2
LOC102900144	22	17	28	23	43	9	19	16	24	186	12
LOC111560738	8	8	11	5	7	9	16	7	10	6	6
CA1H5orf63	90	73	108	60	28	41	116	155	154	127	83
LOC102900781	7	10	24	13	13	6	20	12	11	111	13
MEGF10	8	3	9	10	21	6	8	5	1	231	4
PRRC1	277	221	256	209	88	159	1302	1211	1603	129	661
LOC109500238	5	7	3	2	8	2	6	4	7	24	1
LOC111560755	27	14	15	10	15	0	16	11	14	95	5
CTXN3	3	4	3	5	9	1	1	0	0	98	0
CCDC192	0	0	0	3	5	1	1	0	0	36	0
LOC111560760	12	13	3	2	2	6	1	1	2	16	2
SLC12A2	4910	5227	3702	1983	855	3001	2038	2636	2349	198	1468
FBN2	24	69	109	40	45	26	21	21	57	445	1
LOC111556711	0	0	0	1	1	0	0	0	0	0	0
SLC27A6	7	11	42	5	16	7	3	3	1	45	3
ISOC1	2692	2960	3802	2088	887	3288	408	613	562	52	194
ADAMTS19	81	78	86	57	39	77	4	3	0	110	2
KIAA1024L	0	0	0	0	2	0	0	0	0	19	0
LOC109500247	1	0	1	0	4	0	0	0	0	24	0
LOC109500249	1	0	0	0	2	0	0	0	0	27	0
CHSY3	7	10	7	3	2	7	271	189	269	8	60
LOC111556990	1	0	0	0	0	0	0	0	0	0	0
HINT1	3472	3353	3901	1846	837	2826	6770	5637	6498	199	4786
LYRM7	117	104	138	98	23	77	107	119	70	28	72
CDC42SE2	5216	4882	4826	2180	984	3671	840	1024	1251	276	931
RAPGEF6	3768	3431	2692	2049	879	1882	549	659	677	1118	542
FNIP1	1034	848	911	670	329	591	1796	2313	2001	209	1117
MEIKIN	6	0	0	2	19	1	0	1	0	58	0
ACSL6	4	3	1	3	16	3	9	21	7	141	16
LOC111560806	0	0	1	1	1	0	0	0	0	31	0
CSF2	0	0	0	1	6	0	0	0	0	74	0
LOC111560815	0	0	0	0	1	0	0	0	0	1	0
LOC111560818	1	0	2	1	1	0	0	0	0	10	0
P4HA2	82	64	54	28	34	39	7319	6995	7450	443	5387
LOC109500470	4	3	3	3	5	1	4	1	2	66	0
PDLIM4	2	2	2	2	7	3	815	615	1378	49	630
LOC101095395	11	19	22	16	18	5	0	0	3	102	1
LOC101084417	485	407	356	234	79	298	57	51	64	161	56
IRF1	4545	4542	4182	1909	1142	3574	683	657	671	500	439
