N_unmapped	4438_S1_L002_ReadsPerGene.out.tab	4460_S2_L002_ReadsPerGene.out.tab	4474_S3_L002_ReadsPerGene.out.tab	4501_S4_L002_ReadsPerGene.out.tab	4510_S5_L002_ReadsPerGene.out.tab	4520_S6_L002_ReadsPerGene.out.tab	DC1MINUS_S7_L002_ReadsPerGene.out.tab	DC2MINUES_S9_L002_ReadsPerGene.out.tab	DC2PLUS_S10_L002_ReadsPerGene.out.tab	DC2Pool_NoIndex_L001_ReadsPerGene.out.tab	DC3Pool_NoIndex_L001_ReadsPerGene.out.tab	DC4MINUS_S11_L002_ReadsPerGene.out.tab	DC4PLUS_S12_L002_ReadsPerGene.out.tab	Mischief_Minus_S12_L002_ReadsPerGene.out.tab	Mischief_Plus_S11_L002_ReadsPerGene.out.tab	X2654MINUS_S13_L002_ReadsPerGene.out.tab	X2654PLUS_S14_L002_ReadsPerGene.out.tab
LOC109498055	5	3	2	1	12	2	0	2	2	119	101	1	0	127	182	0	0
COG3	2	2	0	0	3	2	0	0	0	1	2	0	0	14	17	0	0
SLC25A30	1770	1512	1712	1037	388	1355	1175	1331	1085	94	62	1398	1832	221	241	783	1001
LOC109498076	624	735	623	333	131	362	1563	1372	1097	39	57	940	1240	89	108	1074	1259
LOC109498069	4	2	2	2	7	0	3	6	3	0	3	1	1	10	15	2	1
TPT1	1	1	1	2	3	5	0	0	0	3	1	2	1	12	24	0	1
LOC111557013	59689	52696	74054	40744	14771	49716	47835	47424	38103	0	2	46364	61676	2068	1300	34489	43285
LOC111557014	76	55	69	35	26	68	18	64	51	0	0	38	39	2	2	11	15
LOC109498077	22	19	11	11	5	27	11	12	5	0	0	8	5	27	9	2	9
LOC111559737	1	0	1	1	2	1	1	1	1	0	0	0	0	19	21	0	0
GTF2F2	0	0	1	1	1	0	1	0	0	30	13	2	2	31	32	0	0
KCTD4	273	225	273	188	76	217	279	311	254	2	0	344	456	123	91	219	223
GPALPP1	14	9	9	40	6	2	2	1	0	10	21	1	5	14	15	0	2
NUFIP1	608	582	559	373	164	397	459	457	402	8	19	550	741	190	269	328	438
LOC101085341	237	227	184	118	61	143	308	289	285	21	88	353	503	83	75	163	240
TRNAE-UUC_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111559826	0	0	0	1	1	0	0	0	0	0	0	1	0	20	10	0	0
LOC109498105	1	0	0	0	3	0	0	0	0	0	0	0	0	36	30	0	0
TSC22D1	0	0	3	0	4	0	2	5	3	24	11	0	0	12	21	0	0
LOC109498118	1448	1102	1264	819	350	1013	2381	3330	2720	4	5	2565	3292	231	204	2143	2453
SERP2	4	0	0	1	12	1	0	0	0	19	51	0	1	96	81	0	0
SMIM2	1	0	2	1	7	1	52	85	70	2	2	58	79	33	29	30	26
LOC109498125	0	0	3	0	1	0	0	2	1	0	3	0	0	15	21	0	0
LOC111559743	2	0	1	0	5	1	3	3	1	39	28	4	9	31	43	1	1
LOC102900805	0	0	0	1	0	0	0	0	0	0	2	0	4	33	51	0	0
LACC1	3	1	4	7	14	1	0	0	0	1	2	0	0	73	91	0	1
CCDC122	963	754	920	675	228	663	326	325	255	68	117	310	464	183	186	182	220
ENOX1	107	75	93	82	31	85	9	66	56	59	145	41	35	26	51	9	20
LOC109498151	567	332	663	576	164	341	265	257	205	68	102	147	180	174	209	143	161
DNAJC15	11	2	12	16	3	4	0	1	0	126	42	0	1	46	44	0	0
EPSTI1	235	219	299	164	55	171	1296	806	652	0	1	1130	1539	90	86	1052	1338
LOC109498166	3779	6753	3556	1561	1182	3658	5	5	4	1	4	3	4	183	126	8	5
FAM216B	385	651	251	154	163	328	0	0	0	0	0	0	1	22	20	0	1
LOC109498172	13	12	6	12	26	18	1	0	0	6	13	0	1	21	48	0	0
LOC109498170	8	16	7	7	8	11	0	0	0	20	58	0	0	53	61	0	0
TNFSF11	3	11	7	2	3	3	0	0	1	1	1	0	0	23	21	0	2
AKAP11	50	48	50	18	9	48	1	0	0	37	29	0	1	44	40	0	0
LOC111559850	1507	1114	1231	1157	427	828	2030	2384	1693	240	195	2455	2941	379	311	942	1276
DGKH	0	1	2	7	13	1	0	0	2	0	2	0	0	44	52	1	1
VWA8	4049	3313	4275	2602	1141	3008	929	1805	1333	384	439	1824	2130	301	427	981	1284
LOC109498198	845	704	783	533	271	533	1235	2358	1813	129	101	1939	2455	369	441	1109	1301
RGCC	15	7	18	12	20	5	0	0	2	0	6	0	2	82	86	0	1
NAA16	901	995	966	296	120	681	39	198	167	12	117	27	40	103	60	1244	1388
MTRF1	2008	1496	1571	887	344	910	440	544	403	238	164	501	686	173	146	244	261
LOC101088295	549	553	469	140	88	336	217	295	240	0	9	229	317	80	90	160	212
LOC101090830	330	329	311	104	53	240	424	632	517	0	2	519	699	92	88	348	382
WBP4	248	281	224	85	49	156	446	655	531	1	4	669	879	79	63	421	528
ELF1	484	508	468	275	121	269	583	573	528	0	0	649	878	85	78	369	484
TRNAE-UUC_2	5017	5376	4469	2832	1067	3608	1224	1468	1190	1	4	1314	1862	366	283	570	690
LOC109498230	0	0	1	0	1	1	0	0	0	0	0	1	1	1	3	0	0
SUGT1	224	219	190	154	58	184	50	61	61	84	125	60	74	48	69	31	48
CNMD	808	694	752	388	146	494	1541	1446	1127	156	188	1640	2333	98	84	1004	1423
LOC101091586	33	15	29	27	14	10	15	6	9	4	19	9	8	52	44	7	9
LOC109498231	3	1	1	3	6	0	0	0	1	109	81	0	0	68	78	0	0
OLFM4	0	2	0	1	4	0	0	0	0	0	1	0	0	30	46	1	0
LOC102901843	6	1	1	2	8	2	0	0	0	55	36	0	0	135	164	0	0
LOC111556289	0	0	0	1	6	0	0	0	0	1	2	0	0	52	58	0	0
LOC102901884	5	3	2	4	5	0	0	0	0	6	2	0	0	47	58	0	0
LOC111559868	0	0	0	0	2	1	0	0	0	0	0	0	0	18	21	0	0
LOC102901923	0	0	1	0	3	0	0	0	0	3	14	0	0	58	55	0	0
LOC111556986	0	0	0	0	0	0	0	0	0	3	15	0	0	21	4	0	0
LOC109492563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC109498248	0	0	0	0	5	0	0	0	0	1	0	0	0	68	46	0	0
LOC109498249	0	1	0	1	7	0	0	0	0	100	248	0	0	16	25	0	0
LOC111556964	0	1	1	1	4	3	0	0	0	2	4	0	0	18	22	0	0
LOC111556987	0	0	0	0	1	0	0	0	0	0	0	0	0	1	6	0	0
LOC111556764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDH17	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0
LOC111559874	50	135	53	58	76	303	14	17	15	10	49	12	13	140	228	14	19
LOC111559877	3	2	3	0	9	6	0	0	0	53	39	0	0	31	43	0	1
LOC111559879	22	25	14	10	11	7	30	45	27	174	111	0	1	65	101	0	0
LOC109498269	0	1	0	0	1	0	0	0	1	0	0	0	0	14	7	0	0
DIAPH3	0	0	0	1	1	0	0	0	0	0	1	0	0	3	8	0	0
LOC109498288	58	47	69	51	45	46	46	2	2	81	76	26	34	196	207	3	2
TDRD3	1	0	0	2	3	0	0	0	0	2	41	0	0	14	10	0	0
LOC111557080	773	591	840	494	209	375	310	292	229	13	9	456	660	160	126	203	192
LOC109492570	0	0	0	0	0	0	0	0	0	1	0	0	0	12	5	0	0
PCDH20	0	1	1	0	0	0	0	0	0	0	0	0	0	14	23	0	0
LOC109498314	1	3	0	2	5	0	4	1	4	95	106	3	1	42	77	5	0
LOC109492573	0	0	0	0	0	0	0	0	0	0	1	0	0	17	13	0	0
LOC111556957	0	0	1	0	0	1	0	0	0	7	27	0	0	27	31	0	0
LOC111556975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
LOC111559890	0	0	0	0	0	0	0	0	0	1	0	0	0	8	8	0	0
LOC109498326	2	0	0	1	4	1	0	0	0	4	6	0	0	9	15	0	0
LOC111556747	1	0	0	1	6	0	0	0	0	6	24	0	0	59	48	0	0
LOC109492581	0	0	0	0	0	0	0	0	0	39	14	0	0	0	1	0	0
LOC111559810	3	0	0	0	1	0	0	0	1	113	109	0	0	19	8	0	2
PCDH9	0	0	0	0	1	0	0	0	0	61	24	0	0	3	5	0	0
LOC109498345	96	93	50	92	41	124	1420	3491	2785	31	19	1650	1883	117	156	1586	1851
LOC109492584	0	2	5	1	6	2	2	14	12	8	20	6	3	65	97	1	5
LOC109492592	2	0	0	0	1	0	0	0	0	5	0	0	1	20	42	0	0
LOC111557037	0	0	1	0	0	0	0	0	0	0	0	0	0	1	7	0	0
LOC101100024	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0
LOC111559836	1	0	0	0	2	1	0	0	0	0	0	0	0	16	22	0	0
KLHL1	1	0	0	0	1	0	0	0	0	2	13	0	0	7	8	0	0
LOC111556923	2	5	2	4	7	0	0	0	0	6	1	2	1	56	74	1	0
DACH1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	0	0
LOC109492597	37	37	42	37	26	37	1	0	0	21	7	0	0	102	166	0	1
MZT1	0	0	1	1	0	0	0	0	0	1	0	0	0	6	12	0	0
BORA	804	877	817	350	183	591	1130	1287	950	1	0	1216	1539	75	60	582	734
DIS3	380	449	387	212	92	358	85	72	51	80	33	84	131	107	96	56	67
PIBF1	1040	1014	940	466	188	758	636	731	553	14	14	812	1051	173	132	354	494
KLF5	317	328	328	234	99	267	263	439	309	3	0	342	524	43	40	193	236
LOC109498494	133	86	95	107	42	89	78	99	104	74	129	61	81	59	76	228	282
KLF12	0	0	0	0	1	0	0	0	0	0	53	0	0	19	20	1	0
LOC109498474	1550	1236	1203	830	325	830	912	842	632	35	24	1136	1389	183	219	443	544
LOC109498477	81	38	58	58	25	12	8	7	3	2	0	6	6	91	98	2	3
LOC109498473	18	6	25	30	12	17	5	4	1	2	3	8	9	16	5	3	4
TBC1D4	0	1	2	2	12	5	8	24	10	48	27	12	12	56	99	9	8
UCHL3	1983	3019	1789	1185	456	1663	2319	1996	1639	94	51	2702	3244	164	190	1437	1779
COMMD6	314	323	346	163	64	278	2164	2397	1996	3	44	2786	3771	88	92	1508	1915
LMO7	159	183	177	83	32	139	366	420	357	0	0	424	501	25	32	218	263
LOC109498550	24	23	32	12	33	33	5768	11293	9126	235	128	4247	5373	287	317	8800	9851
LOC109498616	0	0	1	3	4	0	16	17	16	1	1	8	10	25	23	17	22
LOC109498606	0	0	1	0	3	0	6	8	9	0	0	0	1	27	29	12	8
LOC111556749	1	0	0	1	1	0	3	2	0	46	34	0	0	22	33	0	4
LOC111560078	0	0	0	0	1	0	0	0	0	0	0	0	0	2	11	0	0
LOC111559858	2	1	4	0	4	0	0	0	0	5	3	0	0	46	45	0	0
KCTD12	3	3	0	2	10	4	1	1	0	2	0	0	2	47	51	0	0
ACOD1	4780	2239	5761	2661	1800	3752	4590	3733	2791	53	31	4994	6802	84	81	790	894
CLN5	7	0	11	3	12	12	0	0	0	36	14	0	1	67	82	0	0
FBXL3	1383	888	1358	552	279	822	2199	2908	2235	0	0	2261	3074	146	126	1623	2143
LOC109498698	1989	1539	1403	691	297	1089	1355	1502	1198	1	4	1352	1759	93	67	751	985
MYCBP2	104	87	108	92	46	61	45	20	33	7	25	27	31	76	112	7	36
SCEL	7843	8190	6840	4861	2153	6001	6036	7966	6336	84	88	7344	9511	952	909	7818	9018
LOC109498704	83	8	29	34	24	3	22	28	10	118	49	19	22	185	193	42	46
SLAIN1	0	0	1	0	2	0	0	1	0	0	0	0	2	7	4	0	0
EDNRB	909	1209	954	472	156	714	1	3	1	16	47	0	0	131	103	1	1
LOC109492603	4	1	4	8	9	1	410	479	404	15	152	304	464	123	135	2150	2542
LOC109498710	0	2	0	0	1	0	0	0	0	2	2	0	0	4	3	0	1
POU4F1	0	1	3	2	18	2	0	0	0	10	36	1	0	99	170	0	0
RNF219	4	15	1	4	6	1	1	0	0	0	1	0	1	28	41	0	0
LOC109498732	491	611	428	207	106	344	633	675	505	2	15	667	950	97	99	383	424
LOC109498727	39	36	46	25	15	26	2	2	3	2	3	3	1	26	51	2	4
LOC109498734	2	7	2	2	1	0	3	4	5	0	1	1	5	72	77	1	0
RBM26	2	1	1	1	12	1	0	0	0	5	24	0	0	66	84	0	0
NDFIP2	2968	2262	2258	1486	593	1552	945	1081	815	162	129	1113	1463	336	273	527	727
LOC109498753	2944	3524	3247	1688	744	2755	1982	1911	1492	3	2	1974	2638	238	158	1276	1546
LOC109498754	30	6	13	19	8	4	1	0	1	0	2	1	1	33	36	0	2
LOC109498764	1	0	1	1	3	2	0	0	0	1	0	0	0	52	66	0	0
LOC109498761	0	0	0	1	3	1	0	0	0	0	0	0	0	19	25	0	0
LOC109492605	1	1	2	2	10	2	0	0	0	1	0	0	0	16	13	0	0
LOC109498776	0	0	1	0	0	0	0	0	0	1	1	0	0	11	11	0	0
SPRY2	0	0	0	0	3	0	1	0	1	0	1	1	5	11	16	2	2
LOC111560110	17	12	23	9	2	8	368	517	452	94	84	300	396	42	36	330	381
LOC111556774	3	0	2	3	4	2	21	22	15	36	32	9	10	40	43	33	27
LOC109498777	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0
LOC109492609	0	1	0	0	2	0	0	0	0	35	26	0	0	14	7	0	0
LOC109498787	0	0	0	1	1	1	0	0	0	0	0	0	0	12	10	0	0
LOC109498786	0	0	0	0	5	1	0	0	0	0	0	0	0	18	18	0	0
LOC111556984	2	1	1	2	10	3	0	0	0	2	2	0	0	22	13	0	0
LOC111556727	0	0	0	0	0	0	0	0	0	2	0	0	0	2	2	0	0
LOC111560115	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
SLITRK1	1	1	0	1	7	3	0	0	0	7	1	0	0	51	48	0	0
LOC111560117	0	0	0	2	4	0	0	0	0	1	0	0	0	65	59	0	0
LOC111556999	0	0	0	0	0	0	0	0	0	24	91	0	0	5	6	0	0
LOC111560056	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
SLITRK6	0	0	1	0	0	0	0	1	0	1	1	0	0	2	5	0	0
LOC111560120	4	1	1	3	4	1	1	5	18	146	99	0	1	34	53	2	3
LOC109498813	0	0	0	0	3	1	0	0	0	0	0	0	0	12	11	0	0
SLITRK5	3	3	1	2	14	1	0	0	0	225	209	0	1	23	24	0	0
LOC101093984	5	0	1	0	13	3	10	3	1	62	39	8	3	108	147	0	0
LOC111556882	0	1	2	0	1	1	1	0	0	0	0	0	0	12	9	0	0
LOC109498814	0	0	0	0	1	0	0	0	0	0	0	0	0	4	3	0	0
LOC111560123	0	0	0	0	0	0	0	0	0	67	97	0	0	24	44	0	0
LOC109492621	0	0	1	0	1	0	0	0	0	0	0	0	0	24	30	0	0
GPC5	1	0	0	2	3	0	0	0	0	0	0	0	0	16	28	0	0
LOC111556710	4	5	9	3	11	2	0	1	1	90	107	1	0	107	163	0	0
LOC111556930	0	0	1	0	1	0	0	0	0	0	0	0	0	0	7	0	0
GPC6	1	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0
LOC109498840	4	3	4	3	9	7	2550	6746	5617	47	110	4070	5394	189	232	3421	4038
DCT	2	3	1	3	20	2	14	25	17	53	35	18	16	86	119	7	10
TRNAF-GAA	2	1	3	1	11	1	0	0	0	9	16	0	0	72	127	0	0
TGDS	1	1	1	1	0	5	2	3	3	0	0	1	3	6	4	0	0
GPR180	503	316	431	154	79	209	294	333	256	54	18	326	474	51	67	164	185
LOC111560128	509	398	324	192	85	239	426	411	299	243	233	662	842	241	262	247	362
SOX21	14	0	5	4	34	0	0	0	0	2	6	0	2	202	163	0	0
LOC111556548	0	3	2	0	1	0	1	1	0	0	0	1	2	29	42	3	0
LOC109498853	1	1	0	5	5	3	0	2	1	25	41	2	1	53	61	2	0
LOC109498862	1	0	1	0	0	1	0	0	0	0	0	0	0	33	29	0	0
ABCC4	0	0	2	0	8	0	0	0	0	12	40	0	0	19	31	0	0
LOC111560130	182	503	225	136	107	236	462	531	419	126	192	841	1260	296	306	315	386
CLDN10	0	0	1	1	1	0	0	1	0	2	2	0	1	10	21	0	0
DZIP1	0	0	1	2	5	2	2	1	0	45	39	4	1	43	79	0	1
DNAJC3	1	1	3	8	11	1	2460	2646	2188	82	211	2827	4320	156	179	2633	3192
LOC109498873	2872	2911	3118	1400	692	2189	6217	6504	5514	1	1	6432	8300	322	241	4360	5446
UGGT2	24	10	23	21	14	9	5	4	5	0	0	4	6	24	41	4	5
HS6ST3	8	2	4	6	19	2	3674	4301	3540	117	52	3880	5408	164	181	1902	2357
LOC109498887	5	4	0	6	16	1	0	2	1	8	52	0	0	163	225	3	0
OXGR1	3	3	1	1	8	0	0	1	0	3	2	0	0	48	49	0	0
LOC111556794	0	0	1	1	5	1	0	0	0	0	1	0	0	68	71	0	0
MBNL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC111560143	2679	3803	3554	2261	580	1985	3564	3752	3197	1	1	3881	5109	196	187	2401	2990
RAP2A	86	65	76	82	35	37	16	7	4	6	81	15	8	78	76	6	12
IPO5	2045	2381	2251	1080	388	1413	1394	1661	1347	1	6	1897	2458	359	237	1391	1835
FARP1	4055	2965	3846	2136	698	2786	18906	18242	14842	72	39	23076	30428	638	427	12938	16801
LOC111560147	154	94	147	110	76	90	3462	2658	2243	9	11	4122	5241	164	204	1856	2296
LOC109498918	0	0	1	0	1	0	5	0	1	0	0	0	0	4	7	1	1
STK24	17	10	13	13	19	13	15	3	6	3	7	14	11	63	73	0	8
LOC109492627	5574	5345	5960	4935	1525	4609	1214	1062	890	5	1	1406	2034	317	246	929	1033
SLC15A1	0	0	1	0	0	0	0	0	0	0	0	0	0	19	30	0	0
DOCK9	10	3	3	1	8	1	1	0	0	133	172	0	0	183	222	0	0
LOC109498988	2175	2595	2111	1320	509	1420	1015	1967	1576	146	106	1246	2000	622	526	1416	1609
LOC111560153	23	8	12	23	24	7	3	3	2	2	1	1	3	67	78	0	3
UBAC2	2	3	3	3	7	5	2	2	1	107	153	1	0	91	138	0	1
GPR18	2336	2730	2108	791	456	1536	1047	1193	993	43	19	1133	1416	209	238	970	1321
LOC101101025	546	420	215	152	93	301	4	5	2	0	0	2	1	69	49	2	3
TM9SF2	3299	2955	2873	1036	492	2107	8	0	8	0	1	1	2	36	36	1	0
CLYBL	2148	2042	2049	1000	511	1645	6700	7540	6155	14	20	6526	8513	198	148	4949	6163
LOC109499019	131	153	173	90	47	109	197	267	206	55	34	266	422	157	151	210	253
LOC111556737	6	2	4	5	4	2	2	0	0	1	1	0	0	39	45	0	1
ZIC5	0	1	1	0	1	0	0	0	0	0	0	1	0	2	8	0	0
LOC111560162	3	2	1	0	9	1	0	0	0	9	2	0	0	41	39	0	0
ZIC2	3	1	2	2	18	1	0	1	0	0	1	0	1	59	60	0	2
LOC109499045	1	1	0	1	1	2	0	0	0	0	1	0	2	34	40	0	0
PCCA	1	1	0	0	1	1	0	0	0	0	0	0	0	37	45	0	0
GGACT	643	702	534	358	186	337	437	550	419	96	54	538	751	167	138	448	539
LOC102901352	357	353	301	217	139	257	168	275	198	169	266	285	349	182	171	206	245
TMTC4	29	16	10	26	11	18	3	2	3	17	12	0	3	15	12	1	2
LOC111557002	166	152	160	72	49	141	745	649	524	8	42	631	828	106	129	1319	1610
LOC109499053	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0
NALCN	2	2	2	1	1	1	0	0	0	2	2	2	0	35	49	0	1
ITGBL1	1	2	5	7	27	3	5	6	4	28	50	2	6	295	348	125	135
FGF14	1	1	0	1	2	2	99	56	35	12	43	31	39	64	70	4349	4964
TPP2	0	1	2	2	7	0	8	2	0	5	22	12	3	180	178	197	205
LOC111560175	3055	2275	3028	2392	812	2317	1627	1804	1518	79	321	2052	2905	335	354	1140	1409
METTL21C	19	11	9	28	6	16	2	2	1	0	0	1	4	15	22	1	3
CCDC168	12	7	12	13	12	11	1	0	0	1	1	0	0	67	72	1	0
TEX30	206	178	129	64	73	109	7	9	6	149	130	28	20	401	455	8	8
LOC109499075	832	1108	742	265	145	636	180	170	141	0	0	260	411	90	63	116	127
LOC109499083	33	81	43	2	7	13	4	1	3	0	1	11	8	26	19	0	5
KDELC1	3	7	4	3	2	1	1	1	0	0	1	2	3	16	20	1	0
LOC101085685	320	432	298	131	68	240	654	775	604	2	8	1036	1394	123	98	464	517
LOC101085945	2080	2345	2040	882	406	1604	1522	1866	1404	221	89	1805	2394	316	286	1201	1577
SLC10A2	8	2	8	3	6	5	16	30	27	3	4	15	10	39	62	9	18
LOC109499097	1	0	0	3	4	0	0	1	0	23	25	2	1	58	85	0	0
LOC109499098	0	0	0	0	0	0	0	0	0	1	1	0	0	46	31	0	0
LOC111560119	4	1	1	2	16	3	0	0	0	20	124	1	0	28	30	0	0
LOC109499113	0	1	1	0	5	2	1	0	0	0	0	0	0	17	25	0	0
LOC109499114	1	1	0	2	6	1	0	0	0	0	0	0	0	26	40	1	0
LOC109492637	0	0	0	0	1	0	0	0	0	0	0	0	0	10	25	0	0
EFNB2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0
LOC109499129	20	19	16	16	15	20	988	1992	1718	46	34	2126	2825	110	97	554	683
ARGLU1	4	0	2	5	5	0	6	12	2	9	15	9	8	34	31	2	2
LOC111557028	3410	3118	2855	1198	573	2112	1265	1258	1007	0	1	1430	1705	862	480	731	982
LOC109492638	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
FAM155A	0	1	0	1	2	0	0	0	0	10	18	0	0	9	5	0	0
LOC109492640	4	5	3	0	12	0	2	1	0	0	1	1	1	56	94	0	2
LIG4	0	0	0	0	1	0	0	0	0	5	46	0	0	16	7	0	0
ABHD13	348	450	377	183	80	244	586	725	573	1	0	767	939	110	120	398	452
TNFSF13B	992	987	835	383	163	639	610	663	545	132	236	651	963	144	127	406	489
MYO16	185	202	283	70	62	110	1	0	0	68	58	1	3	28	51	0	1
LOC109499157	8	3	4	5	24	4	18	5	4	54	50	30	40	248	264	0	3
LOC109492647	2	1	1	0	8	0	0	0	0	1	2	1	0	42	63	0	0
LOC109499163	0	0	0	1	7	0	0	0	0	0	0	0	0	30	20	0	0
LOC109499166	1	0	0	0	2	0	0	0	0	2	0	0	0	33	30	0	0
LOC109499170	1	1	1	3	6	1	0	0	0	3	2	0	0	28	25	0	0
IRS2	0	1	0	3	6	0	0	0	0	0	11	0	0	27	27	0	0
LOC109499171	1310	1367	1172	765	272	1071	532	1524	1295	1	1	974	1115	75	71	328	545
LOC109492654	39	11	39	31	7	35	0	0	3	1	0	4	2	27	44	1	5
COL4A1	1	0	1	0	1	4	1	2	0	0	0	0	1	22	29	1	0
COL4A2	39	7	6	13	51	13	47734	39913	35075	38	43	72166	81261	286	332	12865	15739
LOC102899513	55	22	10	12	48	7	27798	23783	20984	137	49	40488	45030	331	387	9888	11406
RAB20	1	0	1	1	2	0	1	2	0	0	0	5	5	29	35	1	3
LOC109499192	108	50	112	70	32	82	7	4	7	2	0	10	13	30	34	5	4
NAXD	0	0	0	0	1	0	0	0	0	0	0	1	0	9	7	0	0
CARS2	914	788	758	400	186	602	368	501	407	3	4	429	462	49	63	330	338
ING1	332	261	291	253	57	224	320	422	336	10	10	414	507	135	114	294	338
ANKRD10	1092	1156	949	587	235	730	655	1334	1110	1	2	845	1066	146	111	457	562
LOC109499207	1231	1158	1215	790	278	990	466	620	497	112	54	623	802	96	95	346	378
LOC109499197	17	5	14	5	21	12	4	8	9	32	19	5	15	43	46	11	11
ARHGEF7	15	11	9	5	5	6	0	0	0	0	1	0	0	67	58	0	0
LOC102899894	3492	3515	4480	3178	1121	3370	1829	1780	1501	59	35	2346	2983	560	420	1274	1398
TEX29	22	7	16	30	18	10	4	0	3	2	0	3	5	23	33	0	2
LOC111560204	6	3	5	6	5	9	2	0	0	1	2	2	2	26	27	1	0
LOC109499233	0	2	2	0	3	1	0	0	1	0	1	0	0	10	20	0	0
LOC109499227	0	0	0	0	1	2	0	0	0	0	0	1	0	35	28	0	0
SOX1	5	2	1	6	12	0	0	0	2	3	2	0	0	50	66	1	0
LOC109492657	3	1	2	0	7	1	0	0	0	192	108	1	0	39	28	0	0
SPACA7	0	3	0	2	4	6	0	0	0	2	0	0	0	61	42	0	0
TUBGCP3	2	1	1	1	1	2	0	0	0	2	1	0	0	28	23	0	0
LOC109492658	1468	1194	1201	840	320	904	1373	1629	1397	6	7	1842	2139	448	354	783	903
LOC109499271	4	1	1	0	7	1	0	1	0	32	21	1	0	44	43	1	0
LOC109499252	0	0	0	0	0	0	0	0	0	1	0	0	0	22	39	0	0
LOC102900112	0	0	0	0	3	0	0	0	0	0	0	0	0	14	4	0	0
ATP11A	26	12	17	115	17	15	17	132	87	38	24	6	9	100	159	48	44
LOC111560214	1733	1056	1583	1333	485	1095	414	477	395	31	27	548	606	316	308	284	302
MCF2L	12	21	9	8	2	13	1	0	0	11	42	0	0	7	5	0	0
LOC109499308	313	288	170	282	83	152	0	1	2	48	18	0	2	233	264	3	0
F7	0	3	1	3	0	2	0	0	0	63	75	0	0	10	19	0	0
F10	2	2	1	1	16	2	0	0	2	1	0	1	0	47	50	0	0
PCID2	4	6	7	5	9	4	2	0	0	7	3	0	2	44	47	0	0
CUL4A	707	639	629	386	131	526	665	742	684	0	3	792	1031	123	136	500	593
LOC111560228	1784	1679	1715	904	320	1360	2075	2154	1842	1	5	2367	3312	320	288	1400	1537
LAMP1	531	315	486	291	91	293	161	108	82	10	56	128	165	102	134	53	102
GRTP1	6393	6207	7585	3417	1585	5151	9989	13723	11680	59	61	10033	12281	207	157	8449	10177
LOC111560226	27	36	26	15	22	10	22	26	21	1	1	27	22	41	27	35	45
LOC105260444	5	2	1	1	3	0	0	0	0	2	2	0	0	16	21	0	0
ADPRHL1	2	4	6	3	13	7	12	22	20	1	2	31	32	51	66	28	35
DCUN1D2	7	6	8	2	16	2	102	175	165	2	1	331	403	101	81	267	337
TMCO3	386	359	153	66	43	101	231	188	181	1	6	232	295	63	97	84	125
LOC102900920	966	838	856	394	183	641	1670	2364	1958	7	2	2202	2570	149	145	1310	1461
TFDP1	0	1	7	4	2	3	1	1	1	0	0	0	1	21	18	2	0
ATP4B	589	691	644	340	142	453	1466	1728	1363	1	5	1803	2257	310	215	1165	1318
GRK1	3	0	3	3	3	3	5	0	0	3	1	2	1	53	46	2	0
TMEM255B	5	1	3	5	16	2	1	0	0	5	0	1	0	62	99	0	0
GAS6	3	4	1	1	11	0	0	3	0	2	0	3	0	69	80	0	2
CA1H13orf46	91	61	99	42	31	39	6432	15614	14788	2	5	14211	15337	74	71	7445	8607
RASA3	9	1	8	3	10	5	1	0	1	0	0	0	1	77	72	1	1
LOC109492661	33769	42656	42457	22425	8261	41497	4764	8049	6816	13	43	6671	7819	182	211	2594	3288
LOC109499896	1	2	0	1	2	0	0	0	0	0	0	0	0	15	24	0	0
LOC111560168	0	0	3	1	2	0	0	0	0	1	1	0	0	24	35	0	0
CDC16	2	0	2	0	1	0	0	0	0	151	84	0	0	14	17	0	0
LOC111560393	933	854	984	532	231	674	712	854	584	0	1	824	1186	84	51	506	622
UPF3A	13	10	6	4	1	2	2	8	3	0	0	6	10	38	31	3	10
CHAMP1	256	195	249	143	56	159	223	191	150	66	32	232	358	232	180	176	229
LOC109499405	177	149	115	151	52	85	68	67	53	3	20	66	115	210	205	60	62
LOC101099772	0	0	2	0	2	2	1	0	0	2	7	0	1	30	10	1	0
LOC101094075	3	0	0	0	2	0	0	0	0	2	5	0	0	3	9	0	0
LOC101100025	3	0	0	2	4	1	0	0	0	0	1	0	0	70	70	0	0
LOC101100275	0	0	0	0	3	3	0	0	0	141	59	0	0	54	77	0	0
